school_state,teacher_prefix,project_grade_category,teacher_number_of_previously_posted_projects,clean_categories,clean_subcategories,essay,price,project_is_approved
tx,mrs,grades_3_5,19,math_science,appliedsciences mathematics,as technology specialist i get work students campus the students love learn one challenges incorporating computer science curriculum making engaging students my campus kindergarten 4th grade school approximately 375 students we trying help students develop love learning one things helps hands materials stay engaged the students campus come variety backgrounds many different levels there gifted students special education students classroom work hard ensure every student need met i requesting 2 ollie robots set traction tires my goal materials help students learn computer science coding also used enhance core curriculum for example students use math using ollie determine angles shapes they could ollie drive specific shapes turn certain angles my goal materials help keep students engaged also allow develop love learning computer science important topic sometimes difficult incorporate classroom lack materials these materials let us teach computer science also incorporate subjects like math,99.98,1
ga,mr,grades_6_8,0,appliedlearning music_arts,other visualarts,my students centennial academy charter school thirsting challenging work environment visual art department begins hard work well right materials my students shown skill level drawing requires use drafting tables my students talented energetic makes class exciting well i type student they much wanting improve artistic abilities level could pursue art career the centennial academy visual art program middle school students designed major students taught comprehensive challenging form study order grade level enter high school centennial academy charter school flexible school allows teachers students explore learning no end we steam based school lends self much exploration subject areas the visual art program integral part school my students collaborated many programs school assist various artistic needs we currently designing set schools performance a raisin in the sun when learning draw important practice drawing correct angle it not suitable draw flat tables angle insure proportion image my students would greatly improve drawing skills simply drawing right angle students adjust table various ways including not limited raising table order stand draw well adjusting table flat needed art projects require traditional use the ultimate goal student provided tool maximizes overall talents this make huge difference students extremely talented interested pursuing art past middle school even college level i given first drafting table parents 10th grade my drawings improved drastically much i several school district state competitions eventually set college i became top art student my students would thrive greatly using much needed tool,141.85,1
ga,mrs,grades_3_5,2,literacy_language,literacy literature_writing,at end school year i want students voracious fluent readers i want instill love reading last entire lives my biggest challenge able reach goal motivation a lack interest negatively impacts pursuit greatness i privileged charter staff member brand new school consists two merged elementary schools i teaching great group fifth grade students variety interests ambitions personalities in addition students come different learning styles reading abilities based state data reading critical area focus school due low test scores low lexiles reading levels it difficult task show growth improvement year i also know definitely rewarding i tasked guiding students towards reaching goals preparing middle school journey i requesting books classroom library high interest readers fourth fifth grade students students able read independently school check read home weekend share reading buddy complete projects show understanding book read i envision resources build love reading well increase fluency accuracy comprehension vocabulary in addition i requested rug bean bag chairs wobbly seats students preferential seating reading block it hope increase motivation the variety seating arrangements linked learning styles some students may want sit lay carpet others may want relax bean bags i even tapped kinesthetic learners need move reading wobbly seats definitely serve purpose a classroom without books like house no windows research suggests strong correlation child ability read academic performance when students exposed variety texts makes positive difference helps thrive school just 20 minutes day result 3 600 minutes per school year 1 800 000 words per year it would amazing feat class reach reading goals embrace love reading,1608.65,1
al,mrs,grades_3_5,6,literacy_language,literacy literature_writing,my students definitely love books love spending time classroom reading throughout day i encourage read every chance get my students truly sweet young boys girls need encouragement told anything set minds i best make everyone students feel make difference classroom more library books center different levels benefit students many different ways my students not access reading material home able books deserve need every day classroom help grow become successful readers my students able use new books book reports research reading fun my students use centers instructional reading block they use materials individually also working groups help multiple different reading skills your donation extremely benefit impoverished students allow exposure reading materials centers would not normally it goal help become confident readers able comprehend read best help make year positive experience every one students every way possible,1368.9199999999998,1
fl,mrs,grades_3_5,71,appliedlearning specialneeds,college_careerprep specialneeds,using new updated computer would awesome would make feel important quote 4th grade student classroom is not everyone wants to feel special respected important we ready get rid frustrating old computer we extreme poverty school outside tampa florida my students represent poverty rate 98 they lacking many areas all strong desire learn many students challenged rigors academics school difficult many attendance high parents understand importance education many students stay together year year forming family like feel i also many migrant students parents work harvest seasons picking fruits vegetables our students value time school look teachers friends support may lacking areas life my classroom inclusive infused active learning stem art steam bring joy creative thinking rigorous learning i serve whole school 600 students throughout week all students access macbook funded the use macbook help students academic areas my goal provide students opportunity grow learn technology having access macbook allow students continue using stem science technology engineering mathematics classroom the new common core standards combination 21st century learning skill sets calls increased rigor collaboration technology skills successful school work place currently students exposed windows world one computer one tablet must shared by bringing macbook classroom students get interact latest technology compared antiquated computer currently using my students use macbook create digital reports show know take timed lapsed photos science projects research so much better past plastic folder hand drawn pictures your donation dramatically improve learning overall mood classroom it frustrating students work dying computer i able use macbook years come future students well,895.0,1
mi,mr,grades_6_8,5,health_sports,gym_fitness teamsports,through kindness donors able get brand new volleyballs volleyball teams next year now would like store safely keep looking great future through introduction new storage carts meet goal our volleyball teams consist 7th 8th graders interested working team school we involved volleyball program promotes school pride well pride oneself new storage units protect new equipment acquired year this give students sense pride condition equipment use practice well competition the storage units used long term storage well game use the lockable cart protect volleyballs season this prevent others using volleyballs gym classes outdoor use the non locking storage unit used practice game play both units designed long lasting durable school pride personal pride large factor life middle school student when demonstrate necessity keeping school property good condition follow everyday life middle school students learning phase flux emotions growth when school shows need pride environment learn example,482.98,1
mo,mrs,grades_3_5,0,literacy_language math_science,literacy mathematics,flexible seating wonderful way create independent learners this strategy allow students choose work space within classroom choosing work space allows students work area feel succeed our school extremely low income district 60 students receiving free reduced lunches our building also title one school allows every student special need serviced the students within building looking stability structure lives as teachers always trying find new innovative ways catch keep attention high need children we limited resources funds try wonderful ideas time money projects comes paychecks my students able choose seat prefer best classroom the flexible seating arrangement allow students sit stand kneel bounce exercise ball order maximize learning the research behind flexible seating shows students choice sit would like learn students achieve higher comfortable learning environments this project make difference classroom creating independent strong learners the students feel independent able choose seating feel comfortable learning space,268.99,0
ny,mrs,grades_6_8,0,health_sports specialneeds,health_wellness specialneeds,i teach suburban middle school 1100 students the pressures middle school really take toll students this age academic demands increase peer pressure time high many students also challenging home lives secondary students tremendous amount stress social pressures increased use technology negatively impact age group students suffer anxiety limited self management skills interfere learning general wellness many students not supports home help manage stress emotions for past year i using research based yoga program rti study hall studies shown benefits yoga many physically develops strength flexibility cognitively promotes concentration brain balance emotionally increases self esteem capacity self regulate manage stresspresently i no yoga props restorative yoga program having available students help create sanctuary midst chaotic busy middle school environment students designated periods calm peaceful relaxation built school schedule promote wellness these practices develop skills perseverance self management resilience help students mat i seen students thrive participating yoga program would like add restorative practice deepen positive effects i many students benefit program i run rti yoga study hall school day i volunteer yoga club school well saturday morning varsity football practice additionally i work health teachers staff promote yoga mindfulness wellness tool i already seen benefits small steps taken year inception yoga program i students depressed suicidal even hospitalized treatment they adopted yoga practices self care alleviate suffering other students severe anxiety adhd learned use breath control emotions mental focus they become compassionate towards others,166.39,1
ky,mrs,grades_9_12,12,appliedlearning literacy_language,college_careerprep literature_writing,kofi annan said literacy means every man woman child realize full potential developing literacy skills students primary goal difficult not basic supplies help succeed my students come high poverty low socioeconomic backgrounds make coming school every day prepared learn great challenge some students homeless must maintain jobs even basic necessities school supplies rank low list importance it pervasive communities however i know assisting students becoming proficient literacy skills help escape vicious cycle poverty come the challenges great seem insurmountable i find starting small things i change helps us gain positive ground toward literacy goals providing basic supplies giving opportunities read write speak every day i start the notebooks i requested used every single 11th grade student english classes every day students use respond writing prompts write reading demonstrate learning various ways assessed students autonomy decorate represent concept identities at end term students reflect progress literacy skills throughout year based work housed notebooks these notebooks travel subsequent classes students learn following long term project worthwhile provide meaningful experiences they increase literacy skills sheer number opportunities write express they also learn cannot opt not supplies needed participate learning this project make difference lives students impact lives many levels students become proficient learners writers communicators they basic necessities needed fully engage english classes 11th grade year their stress minimized not worry finding money someone shop this win win,0.69,1
ga,mrs,grades_prek_2,1,literacy_language math_science,literacy mathematics,first grade crucial year many students basic foundation learned my goal ensure students enjoy learning i think goal achieved technology my students 25 loving hardworking first graders seventeen 21 students english language learners whose primary language home spanish the majority parents home not speak english struggle assist child home not unable provide assistance home due language barriers majority families struggle financially well i work one largest elementary schools majority students receive free reduced lunch majority families not technology home students get experience school all students deserve resources materials learn my first graders always eager excited i think adding technology class keep excited eager learn our school workshop model school means lot small group work learn new skills my students get groups daily 5 reading math centers mathematics at least twice week able go technology center able listen stories read practice sight words play math games much they want experience learning technology i hope provide experience classroom as elementary teacher esol teacher i want empower students current effective learning tools possible i want learn master english language well first grade skills thank donation,313.97,1
ct,ms,grades_6_8,7,literacy_language,literacy,in room 304 students struggling improve reading ability we lack fluency comprehension skills entering 6th grade inner city schools my students shy fearful reading aloud lack confidence this breakdown occurs literacy my school low performing new magnet school full technology hands learning increase interest school prepare students latest stem jobs my students 11 12 years old excellent decoding video games yet hopeful becoming excellent readers my school k 8 building diverse set teachers want raise reading proficiency expectations community each day students read home school combined 2 5 hours however clear comprehension fluency lacking throughout building i requesting listening centers wireless headphones order allow students follow along stories share class read aloud rather students sitting pausing words unfamiliar losing time could comprehending interacting book students able envision stories remember important details way would watching movie listening song in long run students gain familiarity books styles writing well confidence read stories interpret written students comfortable reading aloud sharing reading among peers well home my students able test reading level resources confidence,248.98,1
ks,mrs,grades_prek_2,11,music_arts,music performingarts,little bodies need move in music class sing dance play instruments become little musicians my students creative smart ready become musicians i teach music kindergarten fifth grade kindergarten friends feel left they need age level appropriate musical instruments stands make feel empowered music these students eager ready rock music class my students start basics care clean new instruments the background instruments safe kind using classroom setting the extras need include stands storage keep everything safe able use supplies years come i not use teach musical ideas responsibility teamwork create great leaders this make music classroom better place learn having supplies allow students opened totally new way thinking i would absolutely thrilled project able reach lives kindergarten first second grade students,102.0,1
ma,mrs,grades_6_8,3,history_civics,history_geography,a single ipad used many ways classroom there many apps used manage classroom engage students learning unfortunately ipad using class not functioning anymore i looking replace my students digital natives urban setting technology part everyday lives even though tech savvy many come impoverished homes second language learners come single parent families these circumstances often making difficult access technology home this using classroom important one favorite apps use classroom decide now choice wheel i use giving prizes randomly calling students selecting brain break activities students the anticipation excitement build middles schoolers priceless they eagerly await see name called answer question get homework pass prize crazy 2 3 minute activity get reenergize recharge brains using many apps manage classroom one purposes i would also like see students use ipad tool researching history using help projects like student movies audio books also downloaded students need extra support reading may listen book follow along text it also another device used use group responses polleverywhere com question students engaged class technology used the ipad bring excitement energy class it tool used students years come thanks much generous donations,299.99,1
il,mrs,grades_3_5,31,math_science literacy_language,environmentalscience literature_writing,my students require learning environment conducive specific needs the classroom today comfortable exciting a student walk classroom feel proud ready learn my students diverse group special education students 3rd 4th 5th grade each student individualized learning style cannot taught regular classroom they require hands approach labor intensive methods these students come financially challenged households technology common core resources not part everyday life scholastic news grade 3 used small reading groups learn current events well close reading skills geography spin used social studies centers introduce students broad world around storyworks grades 3 help close academic gap many struggling students superscience grades 3 6 scholastic news scholastic science spin resources necessary students reading fluency the informational magazine colorful interesting articles current events around world help students make connections reading my students inquire variety events occurred reading storyworks scholastic news geography spin give access grasping common core standards by subscriptions scholastic news science spin students able read article world current events able hold attention even color,437.6100000000001,0
il,mrs,grades_3_5,0,literacy_language,esl literacy,my classroom includes 27 hard working inquisitive students i set many hands activities problem based learning activities provide discussion critical thinking they always eager learn always many questions they also funny our school big full passionate teachers we 5 fourth grade classrooms everyone best provide students best learning experience during reading time students participate daily 5 the students rotate around room stations practicing reading strategies reading writing one stations listening reading this provides students access literature higher level read independently with cd player students not start stop cassette tape with cordless headphones students listen without distracting rest working students they also follow along books without cords way all new fiction nonfiction books motivating exciting falling love reading happens different times us step step i create classroom gives young minds access best resources education i possibly hopefully fall love reading well,1294.99,1
wy,ms,grades_3_5,0,literacy_language,literacy,my 4th grade language arts classroom serves 48 students day this year district moved reading workshop meets student reading level deliver instruction need grow readers the magic books instead textbooks transforming students the students school come diverse families many raised single parents grandparents over 50 population free reduced lunch student engagement top priority work increase student achievement in addition building academic skills focused creating social emotional skills necessary students grow successful adults research shows students feel safe supported learn by bringing flexible seating highly structured classroom away traditional desks straight backed chairs i hoping create environment honors 4th grader need wiggle work not students work way allowing students honor needs teach take better responsibility achievement i believe flexible seating increase attention spans opportunities collaboration well reduce behavioral issues one foundations classroom culture different needs by making flexible seating available everyone students special needs stand less enable deeper social connections students many students products classrooms required fit certain mold i want students think take ownership learning lives this project one small steps direction show students individual needs matter classroom,143.03,1
ga,mrs,grades_3_5,7,math_science,appliedsciences mathematics,tell i forget teach i remember involve i learn benjamin franklin students not need sitting desk worksheet they need hands activities teach essential problem solving skills desperately need my students identified gifted learners i serve 80 students kindergarten fifth grade week my school suburban area georgia the school title 1 school number low income families serve my students look forward coming classroom week participate activities outside regular classroom setting they inquisitive high capable learners they eager learn new things love searching answers solve problems because many students come form low income homes not access technology home i want give every opportunity possible succeed the lego mindstorm kit allow students hands opportunities programming robotics kids learn robotics school get chance something love learn something need go home happily dreaming big careers fields science technology engineering math students able control robot program perform variety functions students control robot via remote control computer smart phone interface there number included configurations kit endless ideas students try lots websites devoted programming mindstorm models if project funded allow students opportunities needed help advance field technology using robotics classroom help students learn problem solve work others these skills going needed enter workforce years thank helping make difference,349.99,1
ct,ms,grades_3_5,18,history_civics literacy_language,history_geography literacy,in time everything happens quickly past easily forgotten new story new viral video day extremely difficult get students learning country america founded everything irrelevant boring my students 5th grades urban multicultural school we low budget school minimal amount support local government fund need basic supplies these students love neighborhood school creates sense community especially many come broken homes but often times come school without single supply students need art school supplies able activities described idea pocket history books coloring cutting pasting organizing cannot done without resources it help use learning modalities see history come life graphic way something visually apt days instead reading boring text books date even parents with resources donations would provide able basic art supplies needed create wonderfully creative visual pocket history books help make students interesting learning founding country america it extremely important understand history great country order help grow become well rounded capable citizens my students finally able use brand new school supplies really get learning new exciting way,187.07,0
id,mr,grades_9_12,0,health_sports,gym_fitness,success not goal product a typical day class energetic motivating with class particular i want students genuine love fitness end year continue pursuing fitness goals the biggest obstacle lack equipment my students 9th 12th grade students taking course dual credit receive high school college credit we science arts college prep public charter school we recently approved first non profit crossfit school affiliate state students motivated work hard achieve personal goals this especially evident core classes past not able carry motivation areas sport fitness we not sports swim team this course give students opportunity train crossfit competitions feel like part much larger fitness community our students respectful willing learn new things class brand new 2016 2017 school year these students need athletic outlet help deal academic stress feel part college prep school students use equipment requested train i recently passed crossfit level 1 coaching course able help students learn exercise mechanically safe consistent manner the equipment requested tip iceberg need much i requesting basic equipment help get us started the class consist short lectures lead movement labs we work biomechanics movement progress category 1 category 3 movements eventually test movement patterns varying intensities the equipment primarily service workout day otherwise known wod crossfit terms the students getting physical education credit local university need get set amount hours workouts throughout year including workouts emphasize strength training gymnastics metabolic conditioning my project make difference fitness foundation everything else life there numerous studies touting benefits physical activity academic success student self esteem sense well confidence increase result class most things learn high school quickly forgotten particular class build foundation continued fitness future moves well beyond high school adult lives,575.2799999999999,1
il,ms,grades_9_12,9,literacy_language,literacy literature_writing,my classroom social justice based we talk themes like race gender class ability family around idea identity respecting different elements make person identity my students diverse learners critical thinkers world they part many communities they trans they lesbians they gay they straight allies they group students looking represented literature they group students looking find answers acceptance it hope books my students use books texts use independent reading section course these specific books offered gender unit given students read outside class they linked discussions class homework assignments these books checked requested lot due increase interest need copies these books make difference lgbtqa students feel left forgotten mistreated society my students come said i really identified character this connection critical having access books show accurate diverse representation community allows students feel accepted likewise students learn lgbtqa community books break stereotypes misconceptions fear around unknown,38.22,1
ga,ms,grades_9_12,4,literacy_language,esl foreignlanguages,a good teacher able manage class make sure students spend every minute class learning a great teacher teach students learning life long activity thus class serve inspire students extend learning classroom living room i work inner city school eastern region atlanta the students school 97 free reduced lunch more 90 students african american i worked students china france spain canada us i worked private school children well inner city children i honest say current students talented group i ever taught they energetic bunch full energy imaginations my students use ib chinese books dictionaries get ready ib international baccalaureate language b chinese exams the external assessment ib international baccalaureate exams may senior year internal assessment throughout senior year the book focused portions ib international baccalaureate exams the students get binder varies supplies beginning senior year the supplies include paper index cards sticky notes writing utensils basic supplies they use supplies help well next school year the dictionaries help students learn chinese vocabulary they ib chinese books help students prepare ib international baccalaureate test senior year the supplies meet students basic needs successful,564.6300000000001,1
oh,mrs,grades_3_5,0,appliedlearning specialneeds,earlydevelopment specialneeds,teaching elementary 15 years i seen many diverse learners so many children struggle learning surroundings needs lack resources i believe getting kids move around learning take place sitting desk day hinders many learning experiences my school public school low income area however community i grown works hard we house special needs preschool emotional disturbed unit many special needs students participate regular classrooms this coming year i group 3rd graders individual they work hard state testing academic learning would love using stools get fidgets experience due attention disabilities my 3rd graders use stools every part day it help concentrate reading math science social studies skills academic state test prep today state testing takes lot students i believe stools classroom benefit students hard time focusing attention deficits your donations benefit students difficulties learning due distractions attention deficits overall goal teacher provide students learning environment least restrictive it not test scores providing children education feel become successful life having learning environment allows focus even individual deficits positive experience,96.01,1
nc,ms,grades_prek_2,1,appliedlearning specialneeds,charactereducation specialneeds,there no typical day students every day different presents new challenges my school prides academically rigorous many students sensory social emotional challenges get way academic growth i want reach whole student the students bright energetic students strong desire learn however also possess sensory social emotional challenges hinder ability perform well academically as i mentioned school prides academically rigorous also focus reaching whole student we school see believe connection academic achievement social emotional heath it important us school whatever takes get resources needed help students successful as stated students often sensory social emotional needs hinder ability focus grow academically these resources used means intervention help address concerns arise way developmentally appropriate focus academics achieve growth the social skills books cozy loungers used help address certain issues comfortable safe environment the sand trays utilized sensory outlet students overstimulated it hope resources help meets needs whole student studies shown students not perform well academically sensory social emotional needs not met donations project help provide resources better meet needs whole student learn skills help socially emotionally well achieve academically,222.19,1
wa,mrs,grades_prek_2,1,math_science specialneeds,environmentalscience specialneeds,our school adopting wakids next year urges us integrate play developmentally appropriate ways students learn they love explore science materials introducing sensory bin classroom great way get hands science experience my full day kindergarten students come semi rural area small farms working parents many commute urban area i often autistic students would benefit sensory experiences each unit study would something new explore water sand homemade snow soil plants introducing measuring cups animals plants build math experience letter sight word tiles find make learning exciting reluctant learner this science sensory table allow growth key stem areas students need younger age the ability students explore play hands experiences proven effective way young students learn,451.99,1
ct,ms,grades_3_5,18,history_civics literacy_language,history_geography literacy,even though live world full technology students not daily access technology need order keep everyone else during listening station use old tape player most stories not come tapes anymore we use old books research my students fifth graders multicultural urban community extremely limited budget minimal support local government fund basic supplies these students love neighborhood school creates sense community this especially important many students come broken homes with ipad mini students able explore different learning applications available struggling specific reading math strand they able hear new date stories instead old stories tapes they able use ipads research see videos things learning order gain background knowledge need they learn use computer we three classroom computers old we tape player listening center obsolete help students take step future thank much,509.96,1
ga,mrs,grades_3_5,2,health_sports literacy_language,health_wellness literacy,it said reading mind exercise body would not awesome combine two tom hunter national association education young children believes sitting still overrated children need move i want work bodies minds my school would described high poverty low achieving school at times students need innovative ideas motivate put forth effort keep good work reading critical area improvement school i would like spark interest increasing test scores reading levels read ride program according program research students active highest reading proficiency scores 89 least active 41 our school located low socioeconomic environment many students not bikes home the mini cycle exercise bikes give needed outlet move learning time we not expect students sit still day active p e the bikes used instructional day time it placed floor student desk placed reading corner near classroom library students sit floor pedal sit chairs passive learning no longer way reach masses active learning creates huge benefits encourages students participate daily exercise results healthy life for many young students reading not always fun my project make difference students lives engaging physical activity as students learn enjoy reading enjoyment also translates increased comprehension literacy donations project not improve classroom also improve physical mental health students these bikes save minds save lives instilling love books exercise,29.85,1
nc,mrs,grades_prek_2,0,literacy_language music_arts,literacy visualarts,art role education helping children become like instead like everyone else sydney gurewitz clemens it goal empower students use art enhance curriculum i class twenty two creative kindergarteners they thrive able create my kids always looking excuse draw paint use clay our school start charter we focus building community within classrooms one way i found successfully integrating art curriculum not students able show knowledge understanding material building classroom community my students encourage support create art they learned compliment receive compliments it also goal school use less copies this goal achievable integrating art throughout day for example instead filling worksheet label parts insect students showed learning making insect construction paper they excited show learned love seeing art hanging hallway i would use materials project make learning hands fun class i looping students next year i know enjoy art creative lessons using materials integrate art curriculum would help students retain learned we would use materials reading math science social studies using art classroom likely help students retain information studies shown art education improves ability pay attention memory recall well problem solving abilities we use art materials classroom enhance curriculum the students get experiences creating would otherwise miss my kids grateful opportunity make lessons engaging creative,163.8,1
ks,mrs,grades_prek_2,1,music_arts,music performingarts,i feel strongly students not not learning i love using manipulatives props classroom alongside traditional music instruments my students high energy inquisitive all take pride school thanks leadership generally well behaved ready fun learning my school 400 students meaning class sizes range 25 38 kids inconsistent para support with classes big organization key these items help keep classroom order students able help put away instruments timely manner transport props gym performances pe music fridays having rolling shelves carts enable bring music classroom well need ever arise these particular items help keep instruments props safe organized we currently construction next year i brand new classroom my hope place put classroom manipulatives music instruments safe place the rolling shelves help transport items gym performances freedom rearrange necessary,219.33,1
pa,mrs,grades_prek_2,0,specialneeds,specialneeds,reinforcement always changing students having access personal ipads would help facilitate communication automatic reinforcement throughout school day our classroom elementary school northwestern pennsylvania we one five special education classrooms within school building all students enrolled program identified autism working daily communication skills enhance everyday academic social emotional success all students within classroom currently participating academics closely aligned vb mapp strict applied behavior analysis procedures used daily within student instruction capture true success not academic needs communication behavioral skills being able access personal ipads enhance student drive communicate the ipads also used motivate students reinforce student communication behavior language skills,551.2,0
ca,ms,grades_6_8,92,math_science,appliedsciences environmentalscience,trying learn science textbook published 2005 not accurate science dynamic changing everyday we need method keep exciting new developments i teach science urban middle school most students school federal lunch program many not college graduate family several not computer home they come class curious world around when working projects learning specific topic occasionally questions i cannot answer having chromebooks use would make research efficient allow students access computer with new chromebooks students able search answers gather information help create reports projects their productivity exponentially increased compared old computer use share every student access chromebook research fact finding they able actually retrieve facts rather waiting turn old computer they able see computer actually having resources engage pique interest chromebooks also allow learning personalized efficient right i project something large screen go pace chromebooks allow students work pace research partake lessons interesting relative lives,180.47,1
id,mrs,grades_6_8,1,math_science,appliedsciences mathematics,i always dreamed enough time get students deeply understand math concepts i strive teach classroom my administration gave go ahead begin planning designing mathematics projects class i not wait get started developing my students go getter various skill levels grades 6 8 they take varying individual math courses given chance work together course they busy many unable stay school additional tutoring math concepts by offering course elective hope reinforce basic math concepts need little extra time all capable we looking opportunities allow one achieve unique fun learning environment many materials requested would help design set projects course i decided call space sports structures three sections focusing heavily reinforcing building skills specific areas math space focus computing scientific notation ratios unit conversions sports focus statistics data analysis graphic representations geometry concepts structures focus ratios scale models deconstructing shapes using tools calculate measure angles distances areas this project give remediation advancement opportunities students mathematics students not usually work together able collaborate construct design compute across several grade levels this deepen advanced student understanding give opportunities teach tutor younger students this class also allow struggling students view math context less high stakes stigmatized environment,278.43,0
ca,mrs,grades_3_5,19,math_science,appliedsciences mathematics,fractions hard cooking fun next year plan lots cooking activities fraction knowledge applied my students speak 8 different languages home this diversity makes school wonderful place they live inner city neighborhood school cultural center we 500 students 98 receive free lunch parents choose bring students school high standards we update kitchen cart grant 2010 because 33 teachers school cart used weekly we need update supplies lost broken years 500 students able cook classes the experience gained researching ethnic recipes gathering ingredients growing vegetables measuring cooking not learned book we need cut measure cook eat cooking experiences like remembered year year,366.55,0
il,mr,grades_6_8,2,math_science history_civics,appliedsciences socialsciences,if given pencil banana play doh could create well toss makey makey kit possibilities endless using skills stem students use anything including create outrageous inventions my students outrageous they outrageously inquisitive outrageously curious outrageously passionate finding world around my students not accept world way way they want know make changes world make better place they see world full possibility not want wait adults try make positive impact community while school provides students necessary materials good education i want students access materials needed receive best education possible my students believe become anything i want help make belief reality with makey makey kits students become innovators creators mad scientists the limit students develop create imagination with resources push students use critical thinking skills associated stem education think side box develop outrageous inventions while students initially practice example makey makey projects eventually asked push boundaries already done become innovators unique projects school not place learning becomes passive experience students simply fed information remembered test instead school place active engagement experimentation students need allowed use natural curiosity creativity imagination explore world around when allowed pursue education means learn skills needed make impossible possible,49.95,1
la,ms,grades_9_12,0,literacy_language math_science,literacy mathematics,i teach act prep st helena parish south louisiana st helena highest poverty rate lowest literacy rate state act achievement makes college possible students education survives learned forgotten bf skinner act prep creates learners my students 11th 12th graders there not library town students not internet homes there little no opportunity work parish literacy low in spite obstacles nearly 50 students achieved record high act scores district one year act prep course what means difference low paid labor jobs mill opportunity attend college choice qualifying state funded scholarship well private ones the world becomes much accessible students worked hard year since copies paper resources limited budget constraints 10 per student per month copier room allow students greater access practice act sets questions worksheets building skills projects meant develop research writing skills preparation college practice paramount learning time management act students credit one best tools learned year having ability print questions act answer sheets student greatly enhance learning skill due limited access deficient writing research skills well most cannot accomplish home simply not internet computers printers a printer allow students research class computers compose print work,260.24,1
nc,mr,grades_6_8,4,math_science,appliedsciences environmentalscience,teaching aquatic biome hard thing unless able take students water i would like project our school high poverty area lot hidden poverty these students families need would able tell looking parents not ask benefits many time kids miss opportunities even though may not means want participate want learn new things the materials i asking supplies go aquarium kit already donated school this allow us create aquatic biome science classroom the purpose recreate life students would find able look local ponds rivers including fish species indigenous area the donation materials benefit science students school it provide living example would find local area allow experience local wildlife it also teach responsibility students selected care aquarium fish,318.27000000000004,1
